음식골목명,음식점 상호,음식점 주소
(동구)서촌먹거리촌,정식당, 동구 파계로 628 (중대동)
(동구)서촌먹거리촌,(주)다빈치 팔공산의 아침점, 동구 파계로 630 (중대동)
(동구)서촌먹거리촌,십분의칠, 동구 파계로 642 (중대동)
(동구)서촌먹거리촌,스타벅스커피 대구팔공산점, 동구 파계로 650(중대동)
(동구)서촌먹거리촌,하이브(HIVE), 동구 파계로 653(중대동)
(동구)서촌먹거리촌,팔공산 명품 소고기 가마솥 국밥, 동구 파계로 658 (중대동)
(동구)서촌먹거리촌,취정다료, 동구 파계로 659 (중대동)
(동구)서촌먹거리촌,다반트, 동구 용진길 4(중대동)
(동구)서촌먹거리촌,정원갤러리, 동구 용진길 5 (중대동)
(동구)서촌먹거리촌,이연숙메밀천국, 동구 용진길 10 (중대동)
(동구)서촌먹거리촌,팔공산하식당, 동구 용진길 53 (중대동)
(동구)서촌먹거리촌,아름다운차자리다연, 동구 용진길 169-8 (신용동)
(동구)서촌먹거리촌,다원식당, 동구 파계로116길 35 (중대동)
(동구)서촌먹거리촌,동림식당, 동구 파계로116길 49 (중대동)
(동구)서촌먹거리촌,돌담집, 동구 파계로116길 55 (중대동)
(동구)서촌먹거리촌,산야초, 동구 파계로116길 59 (중대동)
(동구)서촌먹거리촌,신자유식당, 동구 파계로116길 76-1 (중대동)
(동구)서촌먹거리촌,동원전통차, 동구 파계로131길 22 (중대동)
(동구)서촌먹거리촌,조가네갑오징어(대구팔공산점), 동구 파계로131길 40 (중대동)
(동구)서촌먹거리촌,나무@(앳)906, 동구 파계로131길 45 (중대동)
(동구)서촌먹거리촌,강촌식당, 동구 파계로131길 59 (중대동)
(동구)서촌먹거리촌,팔공산곤지곤지, 동구 서촌로 14 (중대동)
(동구)서촌먹거리촌,청산명가식당, 동구 서촌로 40 (중대동)
(동구)서촌먹거리촌,굿타임, 동구 서촌로 78 (중대동)
(동구)서촌먹거리촌,샤브50 팔공산점, 동구 서촌로 78 (중대동)
(동구)서촌먹거리촌,투썸플레이스 대구팔공순환로점, 동구 서촌로 81 (송정동)
(동구)서촌먹거리촌,팔공산장작구이, 동구 서촌로 82 (송정동)
(동구)서촌먹거리촌,자성화맛집 코다리네 대구팔공산점, 동구 서촌로 91 (송정동)
(동구)서촌먹거리촌,팔공노을, 동구 서촌로 98-1 (송정동)
(동구)서촌먹거리촌,작은마을, 동구 서촌로 98-2 (송정동)
(동구)서촌먹거리촌,큰기와집, 동구 서촌로 106 (송정동)
(동구)서촌먹거리촌,베이원, 동구 서촌로 111 (송정동)
(동구)서촌먹거리촌,일송정, 동구 서촌로 112 (송정동)
(동구)서촌먹거리촌,동남멧돌순두부, 동구 서촌로 126 (송정동)
(동구)서촌먹거리촌,소풍, 동구 서촌로 126 (송정동)
(동구)서촌먹거리촌,하늘천따지식당, 동구 서촌로 129 (송정동)
(동구)서촌먹거리촌,트리팜(TreeFarm), 동구 서촌로 133-12 (송정동)
(동구)서촌먹거리촌,동기간애, 동구 서촌로 134 (송정동)
(동구)서촌먹거리촌,물총조개칼국수, 동구 서촌로 139 (송정동)
(동구)서촌먹거리촌,심천랜드온천식당, 동구 서촌로 145 (송정동)
(동구)서촌먹거리촌,뜨레비, 동구 서촌로 145-10 (송정동)
(동구)서촌먹거리촌,송지연, 동구 서촌로 145-11 (송정동)
(동구)서촌먹거리촌,팔공산 돌짬뽕, 동구 서촌로7길 5 (덕곡동)
(동구)서촌먹거리촌,퍼피80, 동구 서촌로7길 7-3(덕곡동)
(동구)서촌먹거리촌,부지갱이, 동구 서촌로7길 16 (덕곡동)
(동구)서촌먹거리촌,팔공산가마솥, 동구 서촌로7길 17-13 (덕곡동)
(동구)서촌먹거리촌,동고동락식당, 동구 서촌로21길 7 (송정동)
(동구)서촌먹거리촌,홍차가게 안단테, 동구 서촌로21길 35-1 (덕곡동)
(동구)서촌먹거리촌,마음이온다, 동구 서촌로23길 3 (덕곡동)
(동구)서촌먹거리촌,화우정식당, 동구 서촌로23길 13-1 (덕곡동)
(동구)서촌먹거리촌,카페주주, 동구 서촌로23길 13-11 (덕곡동)
(동구)서촌먹거리촌,산천초목식당, 동구 서촌로23길 21 (덕곡동)
(동구)서촌먹거리촌,원조할매뚜레박어탕, 동구 서촌로23길 31 (덕곡동)
(동구)서촌먹거리촌,미소팔공한우식당, 동구 팔공산로 222 (덕곡동)
(동구)서촌먹거리촌,팔공오리식당, 동구 팔공산로 231 (덕곡동)
(동구)서촌먹거리촌,곤지암할매소머리국밥 팔공산점, 동구 팔공산로 249 (덕곡동)
(동구)서촌먹거리촌,초이스엠, 동구 팔공산로 260 (덕곡동)
(동구)서촌먹거리촌,토종고을식당, 동구 팔공산로 266 (덕곡동)
(동구)서촌먹거리촌,고수림, 동구 팔공산로 291 (덕곡동)
(동구)서촌먹거리촌,"옻닭,백숙전문점영광신토불이식당", 동구 팔공산로 294 (덕곡동)
(동구)서촌먹거리촌,장어의 힘, 동구 팔공산로 310 (송정동)
(동구)서촌먹거리촌,대익보이차 전문점 (세종), 동구 팔공산로 327 (송정동)
(동구)서촌먹거리촌,벽우 팔공산점, 동구 팔공산로 331 (송정동)
(동구)서촌먹거리촌,고향차밭골식당, 동구 팔공산로 339 (송정동)
(동구)서촌먹거리촌,피제리아라르도, 동구 팔공산로 356 (송정동)
(동구)서촌먹거리촌,오성식당, 동구 팔공산로 357 (송정동)
(동구)서촌먹거리촌,송정식당, 동구 팔공산로 358 (송정동)
(동구)서촌먹거리촌,팔공회관, 동구 팔공산로 358-1 (송정동)
(동구)서촌먹거리촌,석정식당, 동구 팔공산로 367 (송정동)
(동구)서촌먹거리촌,대화식당, 동구 팔공산로 369 (송정동)
(동구)서촌먹거리촌,억조식당, 동구 팔공산로 370 (송정동)
(동구)서촌먹거리촌,마당새, 동구 팔공산로 377 (송정동)
(동구)서촌먹거리촌,재동이 칼국수 식당, 동구 팔공산로 386 (송정동)
(동구)서촌먹거리촌,산내들식당, 동구 팔공산로 388 (송정동)
(동구)서촌먹거리촌,비팩토리, 동구 팔공산로 496 (중대동)
(동구)서촌먹거리촌,만수식당, 동구 팔공산로 498 (중대동)
(동구)서촌먹거리촌,허브 위, 동구 팔공산로 747 (신용동)
(동구)서촌먹거리촌,다본향, 동구 팔공산로2길 63-11 (덕곡동)
(동구)서촌먹거리촌,팔공산옹고집, 동구 팔공산로2길 66 (덕곡동)
(동구)서촌먹거리촌,팔공닭구이닭울림, 동구 팔공산로2길 79 (덕곡동)
(동구)서촌먹거리촌,더기네장어, 동구 팔공산로2길 88 (덕곡동)
(동구)서촌먹거리촌,팔공산자락식당, 동구 팔공산로9길 6 (덕곡동)
(동구)서촌먹거리촌,밥을짓다, 동구 팔공산로9길 6-1 (덕곡동)
(동구)서촌먹거리촌,전원식당, 동구 팔공산로9길 8-1 (덕곡동)
