"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"강원도 강릉시 견소동","202","0202","0000","송정한신","84.93","202301","4","25,000","6","1997","경강로2539번길 8","","중개거래","강원 강릉시"
"강원도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","84.99","202301","5","29,800","8","2005","경강로2539번길 22","","중개거래","강원 강릉시"
"강원도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","84.99","202301","25","28,500","5","2005","경강로2539번길 22","","중개거래","강원 강릉시"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.86","202301","4","20,000","11","2002","교동광장로 138-12","","직거래","-"
"강원도 강릉시 교동","1766","1766","0000","교동3주공","59.84","202301","11","25,000","3","2002","교동광장로 138-12","","중개거래","강원 강릉시"
"강원도 강릉시 교동","332-2","0332","0002","대인맨션","84.72","202301","6","18,500","6","1991","화부산로141번길 45","","중개거래","강원 강릉시"
"강원도 강릉시 교동","175-1","0175","0001","오뚜기","60.43","202301","29","9,000","4","1979","율곡로2874번길 5","","직거래","-"
"강원도 강릉시 내곡동","623","0623","0000","내곡주공","39.3","202301","30","9,200","1","1989","관대길16번길 6","","중개거래","강원 강릉시"
"강원도 강릉시 내곡동","476","0476","0000","내곡한라","59.97","202301","25","11,000","15","1997","강변로 114","","직거래","-"
"강원도 강릉시 내곡동","756","0756","0000","석미모닝파크","84.3","202301","25","21,500","12","2008","남산초교길11번길 12-5","","중개거래","강원 강릉시"
"강원도 강릉시 노암동","835","0835","0000","노암2주공","59.3","202301","7","11,300","3","1984","노가니남길 25","","중개거래","강원 강릉시"
"강원도 강릉시 노암동","711","0711","0000","신화","44.64","202301","26","14,700","9","1998","강변로 270","","중개거래","강원 강릉시"
"강원도 강릉시 노암동","245-5","0245","0005","현대","84.945","202301","4","17,500","4","1992","율곡로 2733","","중개거래","강원 강릉시"
"강원도 강릉시 송정동","1063","1063","0000","강릉송정한신더휴","84.9955","202301","27","42,000","17","2019","경강로 2448","","중개거래","강원 강릉시"
"강원도 강릉시 송정동","1063","1063","0000","강릉송정한신더휴","84.9955","202301","28","42,000","6","2019","경강로 2448","","중개거래","강원 강릉시"
"강원도 강릉시 송정동","1061","1061","0000","경포대신도브래뉴로얄카운티","155.416","202301","10","70,000","11","2007","해안로 93-8","","직거래","-"
"강원도 강릉시 송정동","940","0940","0000","삼우은성","72.86","202301","4","17,500","1","1992","남강초교1길 55","","중개거래","강원 강릉시"
"강원도 강릉시 송정동","39-10","0039","0010","삼익비치맨션","84.544","202301","1","24,000","2","1992","해안로 107","","중개거래","강원 강릉시"
"강원도 강릉시 연곡면 영진리","380","0380","0000","영진부영3","84.9157","202301","19","35,000","5","2008","영진3길 15","","중개거래","강원 강릉시"
"강원도 강릉시 유천동","781","0781","0000","강릉유천유승한내들더퍼스트","96.3359","202301","18","60,000","9","2021","선수촌로 79-14","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","506-9","0506","0009","대인3","59.685","202301","6","11,850","2","1993","강변로410번길 27","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","90-5","0090","0005","은하","39.85","202301","16","5,950","1","2001","월대산로 47","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","49","0049","0000","입암2주공","39.69","202301","11","11,500","1","1990","강변로 508","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","685","0685","0000","입암4주공","59.8","202301","29","14,400","1","1996","성덕포남로 89","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","685","0685","0000","입암5주공","49.97","202301","2","12,700","15","1996","성덕포남로 89-17","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","59.99","202301","9","18,000","4","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202301","11","11,900","15","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","59.99","202301","17","18,000","6","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","59.99","202301","18","16,100","11","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202301","20","13,900","4","1998","성덕포남로 39","","직거래","-"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202301","20","13,900","5","1998","성덕포남로 39","","직거래","-"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","59.99","202301","21","18,400","7","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202301","30","13,800","12","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","712","0712","0000","입암동강변코아루오투리움아파트","79.191","202301","31","35,000","8","2019","월대산로 23","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","506-5","0506","0005","태평양임대","39.348","202301","3","7,500","4","1998","강변로410번길 31-5","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","506-5","0506","0005","태평양임대","34.722","202301","12","5,300","2","1998","강변로410번길 31-5","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","506-5","0506","0005","태평양임대","39.348","202301","13","8,050","2","1998","강변로410번길 31-5","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","506-5","0506","0005","태평양임대","34.722","202301","26","6,600","3","1998","강변로410번길 31-5","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","486","0486","0000","대일아트빌라","59.76","202301","26","6,500","2","1992","매맥이길 34","","직거래","-"
"강원도 강릉시 주문진읍 교항리","1261","1261","0000","센텀파크디오션(1단지)","74.6238","202301","26","20,000","7","2015","매맥이윗길 15","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","1166-1","1166","0001","우신그린피아임대","49.86","202301","6","7,450","11","1999","보리골길 26","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","1166-1","1166","0001","우신그린피아임대","49.86","202301","7","7,000","13","1999","보리골길 26","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","1166-1","1166","0001","우신그린피아임대","49.86","202301","12","7,800","12","1999","보리골길 26","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","1166-1","1166","0001","우신그린피아임대","49.86","202301","14","7,700","4","1999","보리골길 26","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","1166-1","1166","0001","우신그린피아임대","59.98","202301","16","9,000","7","1999","보리골길 26","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","1166-1","1166","0001","우신그린피아임대","49.86","202301","17","7,000","7","1999","보리골길 26","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 주문리","61","0061","0000","주문진라일플로리스4차","23.662","202301","7","11,000","11","2017","오리나루2길 25","20230125","중개거래","강원 원주시"
"강원도 강릉시 주문진읍 주문리","61","0061","0000","주문진라일플로리스4차","23.662","202301","25","11,000","11","2017","오리나루2길 25","","중개거래","강원 원주시"
"강원도 강릉시 주문진읍 주문리","1585","1585","0000","케이티레파트더블루힐","59.33","202301","2","12,700","11","2007","주문북로 147-32","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 주문리","1585","1585","0000","케이티레파트더블루힐","44.11","202301","5","9,000","13","2007","주문북로 147-32","","중개거래","강원 강릉시"
"강원도 강릉시 초당동","155","0155","0000","유화3","45.68","202301","14","15,000","10","1996","연당길 82","","직거래","-"
"강원도 강릉시 초당동","135-18","0135","0018","이화해변(A동)","29.82","202301","19","6,000","2","1988","초당원길 21","","직거래","-"
"강원도 강릉시 초당동","554","0554","0000","초당동청마루","84.9","202301","30","41,000","12","2007","연당길 61","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","422-3","0422","0003","대인4","19.99","202301","10","5,000","9","1995","강릉대로469번길 14","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1149","1149","0000","로얄","59.55","202301","10","9,800","2","1986","경강로2267번길 6","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1293-1","1293","0001","일송","58.87","202301","12","12,700","15","1995","하평3길 37","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1293-1","1293","0001","일송","59.135","202301","30","18,000","1","1995","하평3길 37","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","436-1","0436","0001","정아새솔","84.73","202301","20","19,000","6","1993","강릉대로469번길 22","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1293-2","1293","0002","청송","84.42","202301","12","25,800","8","1994","하평길 41","","직거래","-"
"강원도 강릉시 포남동","1293-2","1293","0002","청송","84.42","202301","19","24,500","13","1994","하평길 41","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1065","1065","0000","포남1주공","41.98","202301","7","10,500","5","1981","보래미상길 65","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1065","1065","0000","포남1주공","42.55","202301","11","10,300","5","1981","보래미상길 65","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1200","1200","0000","포남2주공","47.01","202301","11","16,000","3","1989","산양큰길 37","","중개거래","강원 강릉시"
"강원도 강릉시 홍제동","125-1","0125","0001","미성","59.8","202301","9","12,000","7","1994","토성로 55","","직거래","-"
"강원도 강릉시 홍제동","1044","1044","0000","엘에이치미디어촌6단지","59.95","202301","6","33,000","22","2018","선수촌로 10","","중개거래","강원 강릉시"
"강원도 강릉시 홍제동","1044","1044","0000","엘에이치미디어촌6단지","59.98","202301","28","31,400","7","2018","선수촌로 10","","중개거래","강원 강릉시"
"강원도 강릉시 회산동","608","0608","0000","강릉서희스타힐스리버파크","59.928","202301","16","29,200","20","2017","회산로 344","","중개거래","강원 강릉시"
"강원도 고성군 간성읍 상리","483-1","0483","0001","간성대명","39.6","202301","5","6,300","12","1998","수성로 126-5","","중개거래","강원 고성군"
"강원도 고성군 간성읍 상리","483-1","0483","0001","간성대명","39.6","202301","13","6,200","12","1998","수성로 126-5","","중개거래","강원 고성군"
"강원도 고성군 간성읍 상리","501","0501","0000","동해2","57.48","202301","10","4,000","2","1990","수성로 90","","직거래","-"
"강원도 고성군 간성읍 신안리","111","0111","0000","고성삼익레스타운","84.92","202301","12","16,400","5","1998","남천마루2길 6","","중개거래","강원 고성군"
"강원도 고성군 간성읍 신안리","111","0111","0000","고성삼익레스타운","59.68","202301","17","11,400","4","1998","남천마루2길 6","","중개거래","강원 고성군"
"강원도 고성군 거진읍 거진리","428-5","0428","0005","동진","56.04","202301","6","6,000","5","1989","거탄진로 21","","중개거래","강원 속초시"
"강원도 고성군 토성면 봉포리","384","0384","0000","고성봉포코아루오션비치","81.4465","202301","10","26,756","20","2021","학사촌길 91-7","","직거래","-"
"강원도 고성군 토성면 봉포리","384","0384","0000","고성봉포코아루오션비치","81.4465","202301","31","28,000","5","2021","학사촌길 91-7","","중개거래","강원 고성군"
"강원도 고성군 토성면 천진리","476","0476","0000","고성천진한신더휴","84.9657","202301","15","27,000","2","2021","천진7길 29","","중개거래","강원 고성군"
"강원도 고성군 토성면 청간리","217","0217","0000","유진클래시움","49.8","202301","31","19,000","5","2006","아야진해변길 1","","직거래","-"
"강원도 동해시 동회동","442","0442","0000","대동1,2차","59.3575","202301","12","9,500","1","1995","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","대동1,2차","45","202301","18","7,300","8","1995","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","대동1,2차","73.4675","202301","19","11,500","11","1995","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","대동1,2차","84.5525","202301","28","12,500","1","1995","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","대동1,2차","59.3575","202301","31","8,900","9","1995","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","대동3차","59.3575","202301","19","8,000","1","1996","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","대동3차","73.4675","202301","19","11,900","5","1996","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","북삼코아루","84.98","202301","13","19,800","3","2007","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","현대5차","84.9562","202301","14","17,400","12","1999","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 발한동","802","0802","0000","동해KD아람채","84.9369","202301","26","28,000","13","2019","지리골길 33","","중개거래","강원 동해시"
"강원도 동해시 발한동","801","0801","0000","현대비에스앤씨현대썬앤빌동해파크힐","68.7256","202301","2","26,000","15","2018","지리골길 31","","중개거래","강원 동해시"
"강원도 동해시 부곡동","5-82","0005","0082","일정골든타워","30.273","202301","4","3,850","6","1996","해안로 449","","중개거래","강원 동해시"
"강원도 동해시 북평동","327","0327","0000","e편한세상동해","78.64","202301","2","28,150","7","2020","단봉길 39","","중개거래","강원 동해시"
"강원도 동해시 북평동","327","0327","0000","e편한세상동해","78.88","202301","18","24,500","10","2020","단봉길 39","","직거래","-"
"강원도 동해시 북평동","151-5","0151","0005","북평주공2차","47.01","202301","17","4,950","2","1989","전천로 270","","직거래","-"
"강원도 동해시 북평동","98-1","0098","0001","삼성빌라","73.93","202301","16","7,000","2","1994","전천로 252","","중개거래","강원 동해시"
"강원도 동해시 북평동","233","0233","0000","성협4차","59.02","202301","30","3,460","4","1992","단봉길 6","","직거래","-"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202301","3","6,400","5","2012","효자로 572-1","","직거래","-"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","60","202301","6","9,200","14","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","60","202301","17","9,000","4","2012","효자로 572-1","","직거래","-"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202301","19","5,700","3","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","60","202301","20","9,500","10","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202301","27","6,000","4","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202301","28","6,250","7","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202301","30","6,000","15","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202301","31","6,300","11","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 용정동","260-2","0260","0002","범주성지","59.92","202301","19","7,500","2","1996","초원2길 5","","중개거래","강원 동해시"
"강원도 동해시 용정동","260-2","0260","0002","범주성지","59.95","202301","27","8,000","2","1996","초원2길 5","","직거래","-"
"강원도 동해시 이도동","751","0751","0000","동해아이파크","84.98","202301","16","29,000","19","2018","배골길 32-4","","중개거래","강원 동해시"
"강원도 동해시 이도동","751","0751","0000","동해아이파크","59.95","202301","31","22,500","4","2018","배골길 32-4","","중개거래","강원 동해시"
"강원도 동해시 이도동","753","0753","0000","동해이도코아루더스카이","75.3657","202301","28","23,800","3","2019","동해대로 4833","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202301","18","6,600","12","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202301","30","6,400","4","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202301","31","6,400","6","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202301","31","6,400","14","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","154","0154","0000","이도2주공","59.39","202301","14","8,600","1","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","154","0154","0000","이도2주공","59.39","202301","14","8,000","2","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","154","0154","0000","이도2주공","59.39","202301","14","10,000","4","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이로동","433-31","0433","0031","동해규수방","41.94","202301","9","2,000","4","2007","월평로 49","","직거래","-"
"강원도 동해시 천곡동","1102","1102","0000","동해금호어울림","84.906","202301","31","23,500","9","2007","평릉길 14","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1060-2","1060","0002","센트로빌","59.9587","202301","5","13,250","11","2003","한섬로 73","","중개거래","강원 동해시"
"강원도 동해시 천곡동","942","0942","0000","쌍용","62.09","202301","31","9,000","17","2000","동굴로 149","","직거래","-"
"강원도 동해시 천곡동","1111","1111","0000","천곡금호어울림라포레","77.4598","202301","6","32,900","10","2020","항골길 65","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1111","1111","0000","천곡금호어울림라포레","64.7915","202301","26","23,500","24","2020","항골길 65","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1111","1111","0000","천곡금호어울림라포레","64.7915","202301","28","24,500","8","2020","항골길 65","","중개거래","강원 동해시"
"강원도 동해시 천곡동","415","0415","0000","천곡주공4차","47.01","202301","5","8,200","2","1989","샘실1길 5","","중개거래","강원 동해시"
"강원도 동해시 천곡동","415","0415","0000","천곡주공4차","39.3","202301","6","7,500","3","1989","샘실1길 5","","중개거래","강원 동해시"
"강원도 동해시 천곡동","415","0415","0000","천곡주공4차","39.69","202301","16","5,700","5","1989","샘실1길 5","","중개거래","강원 동해시"
"강원도 동해시 천곡동","415","0415","0000","천곡주공4차","47.01","202301","26","9,400","2","1989","샘실1길 5","","중개거래","강원 동해시"
"강원도 동해시 천곡동","791","0791","0000","한양1차","68.32","202301","3","8,500","5","1990","천곡로 7","","중개거래","강원 동해시"
"강원도 동해시 천곡동","794","0794","0000","한양3차","49.81","202301","3","8,450","4","1992","천곡로 15","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1103","1103","0000","한양수자인","71.839","202301","4","20,000","3","2016","평릉1길 37-1","","중개거래","경남 창원마산합포구"
"강원도 동해시 평릉동","450","0450","0000","엘리시아","84.8964","202301","6","27,000","12","2010","평원로 107","","중개거래","강원 동해시"
"강원도 동해시 효가동","480","0480","0000","동아더프라임1단지","84.9714","202301","20","18,900","4","2013","양지길 20-2","","중개거래","강원 동해시"
"강원도 동해시 효가동","481","0481","0000","동아더프라임2단지","59.9798","202301","9","15,100","14","2013","양지길 20-1","","중개거래","강원 동해시"
"강원도 동해시 효가동","481","0481","0000","동아더프라임2단지","59.9798","202301","9","15,100","14","2013","양지길 20-1","20230210","중개거래","강원 동해시"
"강원도 동해시 효가동","256","0256","0000","명보1차","46.25","202301","6","3,200","2","1988","분토길 22","","중개거래","강원 동해시"
"강원도 삼척시 교동","793","0793","0000","e편한세상삼척교동","59.8769","202301","12","19,600","15","2018","하실길 72","","중개거래","강원 삼척시"
"강원도 삼척시 교동","793","0793","0000","e편한세상삼척교동","84.2922","202301","26","26,000","24","2018","하실길 72","","직거래","-"
"강원도 삼척시 교동","788","0788","0000","교동지웰","84.9811","202301","4","27,500","19","2018","동해대로 4183","","중개거래","강원 삼척시"
"강원도 삼척시 교동","788","0788","0000","교동지웰","59.8194","202301","6","18,500","18","2018","동해대로 4183","","중개거래","강원 삼척시"
"강원도 삼척시 교동","733-1","0733","0001","교동코아루","84.929","202301","14","19,500","3","2005","교동로 133","","중개거래","강원 삼척시"
"강원도 삼척시 교동","733-1","0733","0001","교동코아루","60","202301","16","9,000","9","2005","교동로 133","","중개거래","강원 삼척시"
"강원도 삼척시 교동","733-1","0733","0001","교동코아루","60","202301","18","9,500","9","2005","교동로 133","","중개거래","강원 삼척시"
"강원도 삼척시 교동","501-5","0501","0005","동부","59.83","202301","3","8,500","9","1996","동해대로 4273","","중개거래","강원 삼척시"
"강원도 삼척시 교동","501-5","0501","0005","동부","59.83","202301","7","10,000","9","1996","동해대로 4273","","중개거래","강원 삼척시"
"강원도 삼척시 교동","745-1","0745","0001","신동아","59.895","202301","6","12,000","14","1998","정상로 90","","중개거래","강원 삼척시"
"강원도 삼척시 교동","555","0555","0000","현대","59.62","202301","30","9,030","3","1997","봉황로 147","","중개거래","강원 삼척시"
"강원도 삼척시 남양동","348-3","0348","0003","백조임대(348-3)","57.39","202301","6","4,000","3","1988","남양길 63-24","","직거래","-"
"강원도 삼척시 마달동","53-4","0053","0004","누가","27.18","202301","11","2,300","4","1995","마달1길 75","","직거래","-"
"강원도 삼척시 마달동","124","0124","0000","혜진1","59.14","202301","10","4,000","3","1992","마달길 220","","중개거래","강원 삼척시"
"강원도 삼척시 사직동","319-1","0319","0001","원조임대","59.526","202301","31","7,000","12","1997","사직로4길 40-11","","직거래","-"
"강원도 삼척시 원당동","122-3","0122","0003","원당현대","84.937","202301","10","14,000","12","1998","오십천로 301-30","","중개거래","강원 삼척시"
"강원도 삼척시 정상동","356-2","0356","0002","강부3차","27.36","202301","5","3,250","1","1995","동해대로 4122-20","","중개거래","강원 삼척시"
"강원도 삼척시 정상동","457-3","0457","0003","석미","39.87","202301","12","5,700","12","1998","청석로 78","","중개거래","강원 삼척시"
"강원도 삼척시 정상동","457-3","0457","0003","석미","56.97","202301","12","7,700","12","1998","청석로 78","","중개거래","강원 삼척시"
"강원도 삼척시 정상동","457-3","0457","0003","석미","56.97","202301","13","8,000","2","1998","청석로 78","","직거래","-"
"강원도 삼척시 정상동","457-3","0457","0003","석미","56.97","202301","30","8,700","3","1998","청석로 78","","중개거래","강원 삼척시"
"강원도 삼척시 정상동","316-3","0316","0003","유성","59.43","202301","6","6,600","11","1999","동해대로 4044-13","","중개거래","강원 삼척시"
"강원도 삼척시 정상동","316-3","0316","0003","유성","39.48","202301","20","4,700","4","1999","동해대로 4044-13","","중개거래","강원 삼척시"
"강원도 삼척시 정상동","454","0454","0000","정상주공","32.43","202301","28","3,000","1","1988","척주로 128","","직거래","-"
"강원도 삼척시 정상동","454","0454","0000","정상주공","47.01","202301","31","4,200","3","1988","척주로 128","","중개거래","강원 삼척시"
"강원도 삼척시 정상동","457-1","0457","0001","청솔1차","59.85","202301","5","8,450","7","2002","청석로 64","","중개거래","강원 삼척시"
"강원도 삼척시 정상동","473","0473","0000","현진에버빌","64.564","202301","25","15,200","1","2005","정상로 35","","직거래","-"
"강원도 속초시 교동","1029","1029","0000","남광하우스토리","59.5144","202301","31","21,500","3","2011","동해대로 4284","","중개거래","강원 속초시"
"강원도 속초시 교동","767-224","0767","0224","럭키설악1","76.39","202301","4","14,000","12","1991","만천4길 1","","중개거래","강원 속초시"
"강원도 속초시 교동","620-13","0620","0013","럭키설악2","84.991","202301","28","19,600","11","1992","미시령로 3409","","중개거래","강원 속초시"
"강원도 속초시 교동","767-36","0767","0036","로얄골든","58.86","202301","25","7,500","5","1989","만천4길 27","","중개거래","강원 속초시"
"강원도 속초시 교동","904-5","0904","0005","로얄나하나2차","59.97","202301","11","12,000","9","1995","만천8길 7","","중개거래","강원 속초시"
"강원도 속초시 교동","904-5","0904","0005","로얄나하나2차","59.97","202301","11","11,700","3","1995","만천8길 7","","중개거래","강원 속초시"
"강원도 속초시 교동","1027","1027","0000","명지미래힐","118.0531","202301","28","30,500","3","2006","미시령로3337번길 20","","중개거래","강원 속초시"
"강원도 속초시 교동","923","0923","0000","삼환","54.58","202301","30","12,500","6","1994","밤골3길 39","","중개거래","강원 속초시"
"강원도 속초시 교동","619-33","0619","0033","설악현대","73.305","202301","6","15,000","12","1992","미시령로3389번길 10","","중개거래","강원 속초시"
"강원도 속초시 교동","619-33","0619","0033","설악현대","84.907","202301","7","19,000","3","1992","미시령로3389번길 10","","중개거래","강원 속초시"
"강원도 속초시 교동","619-33","0619","0033","설악현대","73.305","202301","12","15,900","4","1992","미시령로3389번길 10","","중개거래","강원 속초시"
"강원도 속초시 교동","898","0898","0000","주공2","47.01","202301","2","17,400","3","1990","번영로43번길 52","","중개거래","강원 속초시"
"강원도 속초시 교동","898","0898","0000","주공2","39.99","202301","18","13,490","1","1990","번영로43번길 52","","중개거래","강원 속초시"
"강원도 속초시 교동","961","0961","0000","청초대우","59.946","202301","3","17,500","13","1998","동해대로 4271","","중개거래","강원 속초시"
"강원도 속초시 교동","961","0961","0000","청초대우","84.97","202301","14","23,000","14","1998","동해대로 4271","","중개거래","강원 속초시"
"강원도 속초시 교동","961","0961","0000","청초대우","70.236","202301","30","21,000","13","1998","동해대로 4271","","중개거래","강원 속초시"
"강원도 속초시 교동","620","0620","0000","협성","28.07","202301","17","5,500","5","1997","미시령로3359번길 42","","중개거래","강원 속초시"
"강원도 속초시 교동","620","0620","0000","협성","28.07","202301","26","5,000","4","1997","미시령로3359번길 42","","중개거래","강원 속초시"
"강원도 속초시 금호동","605-3","0605","0003","금호로얄맨션","59.97","202301","27","12,300","2","1994","미시령로 3421","","중개거래","강원 속초시"
"강원도 속초시 금호동","627","0627","0000","속초e-편한세상","84.975","202301","25","30,500","8","2006","미시령로 3439","","중개거래","강원 속초시"
"강원도 속초시 영랑동","160-1","0160","0001","송하","39.93","202301","31","6,700","1","1988","영랑로3길 22","","중개거래","강원 속초시"
"강원도 속초시 조양동","1540","1540","0000","부영1(동광)","84.76","202301","3","23,000","8","1998","조양로142번길 12","","중개거래","강원 속초시"
"강원도 속초시 조양동","1540-1","1540","0001","부영2","49.92","202301","7","15,900","10","1998","조양로142번길 6","","중개거래","강원 속초시"
"강원도 속초시 조양동","1499","1499","0000","부영3","166.535","202301","11","37,000","13","1996","소평로 162","","중개거래","강원 속초시"
"강원도 속초시 조양동","1499","1499","0000","부영3","133.835","202301","13","29,500","13","1996","소평로 162","","중개거래","강원 속초시"
"강원도 속초시 조양동","1499","1499","0000","부영3","59.905","202301","17","18,000","2","1996","소평로 162","","중개거래","강원 속초시"
"강원도 속초시 조양동","1499","1499","0000","부영3","59.905","202301","20","17,000","3","1996","소평로 162","","중개거래","강원 속초시"
"강원도 속초시 조양동","1499","1499","0000","부영3","166.535","202301","20","40,300","15","1996","소평로 162","","중개거래","강원 속초시"
"강원도 속초시 조양동","1499","1499","0000","부영3","133.835","202301","30","33,000","3","1996","소평로 162","","중개거래","강원 속초시"
"강원도 속초시 조양동","1501","1501","0000","부영5","50","202301","31","14,500","10","1995","청대로204번길 40","","중개거래","강원 속초시"
"강원도 속초시 조양동","1502","1502","0000","부영6","50","202301","9","14,500","10","1995","조양로 163","","직거래","-"
"강원도 속초시 조양동","1561","1561","0000","삼성쉐르빌","84.9909","202301","24","35,500","11","2006","청대로 207","","중개거래","강원 속초시"
"강원도 속초시 조양동","1294-23","1294","0023","성호","59.76","202301","11","15,900","13","2001","청대로 8","","중개거래","강원 속초시"
"강원도 속초시 조양동","1294-23","1294","0023","성호","59.76","202301","13","14,800","19","2001","청대로 8","","중개거래","강원 속초시"
"강원도 속초시 조양동","1294-23","1294","0023","성호","59.76","202301","30","15,000","8","2001","청대로 22-7","","중개거래","강원 속초시"
"강원도 속초시 조양동","1294-23","1294","0023","성호","59.76","202301","31","14,000","1","2001","청대로 8","","중개거래","강원 속초시"
"강원도 속초시 조양동","1294-23","1294","0023","성호","49.65","202301","31","13,000","5","2001","청대로 8","","중개거래","강원 속초시"
"강원도 속초시 조양동","1588","1588","0000","속초2차IPARK","84.92","202301","12","47,700","25","2022","청대마을길 60","","중개거래","강원 속초시"
"강원도 속초시 조양동","1572","1572","0000","속초KCC스위첸","59.9027","202301","30","31,000","26","2019","청대로 40","","중개거래","강원 속초시"
