"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"경기도 하남시 풍산동","486","0486","0000","미사강변더샵센트럴포레","84.038","202301","17","85,000","12","2017","미사강변대로 55","","중개거래","경기 하남시"
"경기도 하남시 풍산동","486","0486","0000","미사강변더샵센트럴포레","84.105","202301","28","80,000","5","2017","미사강변대로 55","","중개거래","서울 강남구"
"경기도 하남시 풍산동","477","0477","0000","미사강변동원로얄듀크","84.3852","202301","10","77,000","23","2016","미사강변서로 45","","중개거래","경기 하남시"
"경기도 하남시 풍산동","477","0477","0000","미사강변동원로얄듀크","74.7041","202301","14","70,000","3","2016","미사강변서로 45","","중개거래","경기 하남시, 서울 강동구"
"경기도 하남시 풍산동","477","0477","0000","미사강변동원로얄듀크","74.7041","202301","14","74,000","21","2016","미사강변서로 45","","중개거래","경기 하남시, 서울 강동구"
"경기도 하남시 풍산동","477","0477","0000","미사강변동원로얄듀크","84.3852","202301","17","80,000","10","2016","미사강변서로 45","","중개거래","경기 하남시"
"경기도 하남시 풍산동","470","0470","0000","미사강변동일하이빌","74.94","202301","15","72,500","19","2018","미사강변서로 85","","중개거래","경기 하남시"
"경기도 하남시 풍산동","480","0480","0000","미사강변센트럴자이","96.3851","202301","5","101,000","17","2017","미사강변대로 95","","중개거래","경기 하남시"
"경기도 하남시 풍산동","480","0480","0000","미사강변센트럴자이","96.9876","202301","7","104,000","5","2017","미사강변대로 95","","중개거래","경기 하남시"
"경기도 하남시 풍산동","480","0480","0000","미사강변센트럴자이","96.3851","202301","7","105,000","26","2017","미사강변대로 95","","중개거래","경기 하남시"
"경기도 하남시 풍산동","480","0480","0000","미사강변센트럴자이","96.9876","202301","12","103,500","18","2017","미사강변대로 95","","중개거래","경기 하남시"
"경기도 하남시 풍산동","480","0480","0000","미사강변센트럴자이","96.3851","202301","18","103,000","12","2017","미사강변대로 95","","중개거래","경기 하남시"
"경기도 하남시 풍산동","480","0480","0000","미사강변센트럴자이","96.9876","202301","19","101,000","7","2017","미사강변대로 95","","중개거래","경기 하남시"
"경기도 하남시 풍산동","480","0480","0000","미사강변센트럴자이","91.4459","202301","26","94,000","25","2017","미사강변대로 95","","중개거래","경기 하남시, 서울 송파구"
"경기도 하남시 풍산동","480","0480","0000","미사강변센트럴자이","91.4459","202301","30","94,500","20","2017","미사강변대로 95","","중개거래","경기 하남시"
"경기도 하남시 풍산동","480","0480","0000","미사강변센트럴자이","96.9876","202301","31","102,000","10","2017","미사강변대로 95","","중개거래","경기 하남시"
"경기도 하남시 풍산동","471","0471","0000","미사강변센트럴풍경채","84.9468","202301","12","87,000","19","2019","미사강변서로 65","","중개거래","경기 하남시"
"경기도 하남시 풍산동","471","0471","0000","미사강변센트럴풍경채","84.9468","202301","18","86,000","7","2019","미사강변서로 65","","중개거래","경기 하남시"
"경기도 하남시 풍산동","471","0471","0000","미사강변센트럴풍경채","97.2839","202301","20","94,000","9","2019","미사강변서로 65","","중개거래","경기 하남시"
"경기도 하남시 풍산동","471","0471","0000","미사강변센트럴풍경채","84.9468","202301","20","83,000","2","2019","미사강변서로 65","","중개거래","경기 하남시"
"경기도 하남시 풍산동","573","0573","0000","신안인스빌","93.0118","202301","7","90,000","12","2019","미사강변동로 19","","중개거래","경기 하남시"
"경기도 하남시 풍산동","568","0568","0000","이편한세상미사","84.94","202301","4","82,000","14","2018","미사강변중앙로 90","","중개거래","경기 하남시"
"경기도 하남시 풍산동","568","0568","0000","이편한세상미사","84.94","202301","5","81,000","8","2018","미사강변중앙로 90","","중개거래","경기 하남시"
"경기도 하남시 풍산동","568","0568","0000","이편한세상미사","69.85","202301","15","72,000","21","2018","미사강변중앙로 90","","중개거래","경기 하남시"
"경기도 하남시 풍산동","568","0568","0000","이편한세상미사","84.94","202301","17","88,000","23","2018","미사강변중앙로 90","","중개거래","경기 하남시"
"경기도 하남시 풍산동","568","0568","0000","이편한세상미사","84.94","202301","19","81,500","20","2018","미사강변중앙로 90","","중개거래","경기 하남시"
"경기도 하남시 풍산동","568","0568","0000","이편한세상미사","84.94","202301","30","84,000","8","2018","미사강변중앙로 90","","중개거래","경기 성남중원구, 경기 하남시"
"경기도 하남시 풍산동","630","0630","0000","하남힐즈파크푸르지오1단지","52.349","202301","5","50,400","22","2020","세미로1길 10","","중개거래","경기 하남시"
"경기도 하남시 풍산동","630","0630","0000","하남힐즈파크푸르지오1단지","52.349","202301","9","55,000","13","2020","세미로1길 10","","중개거래","경기 하남시"
"경기도 하남시 풍산동","630","0630","0000","하남힐즈파크푸르지오1단지","52.349","202301","18","54,000","10","2020","세미로1길 10","","중개거래","경기 김포시, 경기 하남시"
"경기도 하남시 풍산동","626","0626","0000","하남힐즈파크푸르지오2단지","84.8254","202301","6","66,500","3","2018","세미로1길 11","","중개거래","경기 하남시"
"경기도 하남시 풍산동","626","0626","0000","하남힐즈파크푸르지오2단지","84.8254","202301","9","68,000","3","2018","세미로1길 11","","중개거래","경기 하남시"
"경기도 하남시 풍산동","626","0626","0000","하남힐즈파크푸르지오2단지","59.7161","202301","17","60,000","7","2018","세미로1길 11","","중개거래","경기 하남시"
"경기도 하남시 풍산동","626","0626","0000","하남힐즈파크푸르지오2단지","84.8254","202301","28","69,500","21","2018","세미로1길 11","","중개거래","경기 하남시"
"경기도 하남시 풍산동","627","0627","0000","하남힐즈파크푸르지오3단지","98.9628","202301","31","73,000","4","2018","세미로1길 30","","중개거래","경기 하남시"
"경기도 하남시 학암동","673","0673","0000","위례그린파크푸르지오","101.9308","202301","6","117,000","9","2016","위례순환로 270","","중개거래","경기 하남시, 서울 송파구"
"경기도 하남시 학암동","673","0673","0000","위례그린파크푸르지오","101.9848","202301","13","118,000","6","2016","위례순환로 270","","중개거래","경기 성남수정구, 경기 하남시"
"경기도 하남시 학암동","672","0672","0000","위례롯데캐슬 ","84.98","202301","2","92,000","4","2016","위례중앙로 215","","중개거래","경기 하남시, 서울 송파구"
"경기도 하남시 학암동","672","0672","0000","위례롯데캐슬 ","84.98","202301","2","95,000","17","2016","위례중앙로 215","","중개거래","경기 성남수정구"
"경기도 하남시 학암동","672","0672","0000","위례롯데캐슬 ","84.98","202301","14","97,000","5","2016","위례중앙로 215","","중개거래","경기 하남시"
"경기도 하남시 학암동","672","0672","0000","위례롯데캐슬 ","84.98","202301","28","98,000","10","2016","위례중앙로 215","","중개거래","경기 성남수정구, 경기 하남시"
"경기도 하남시 학암동","663","0663","0000","위례신도시신안인스빌아스트로","96.943","202301","6","128,000","14","2017","위례광장로 285","","중개거래","경기 하남시"
"경기도 하남시 학암동","652","0652","0000","위례호반써밋","109.3822","202301","14","124,500","13","2021","위례대로6길 20","","중개거래","경기 성남수정구, 경기 하남시"
"경기도 화성시 기산동","464","0464","0000","삼성래미안1차","84.987","202301","10","29,000","5","2003","동탄지성로 333","","중개거래","경기 화성시"
"경기도 화성시 기산동","464","0464","0000","삼성래미안1차","84.987","202301","18","28,900","10","2003","동탄지성로 333","","중개거래","경기 화성시"
"경기도 화성시 기산동","464","0464","0000","삼성래미안1차","84.987","202301","28","33,000","5","2003","동탄지성로 333","","중개거래","경기 화성시"
"경기도 화성시 기산동","466","0466","0000","신동탄푸르지오","84.9259","202301","30","31,000","8","2005","동탄지성로 405","","중개거래","경기 화성시"
"경기도 화성시 기산동","476","0476","0000","에스케이뷰파크2차","59.9901","202301","6","38,750","7","2017","동탄지성로 256","","중개거래","경기 화성시"
"경기도 화성시 기산동","476","0476","0000","에스케이뷰파크2차","59.9889","202301","13","41,000","18","2017","동탄지성로 256","","중개거래","경기 수원영통구, 경기 화성시"
"경기도 화성시 기산동","476","0476","0000","에스케이뷰파크2차","84.9815","202301","19","50,000","20","2017","동탄지성로 256","","중개거래","경기 화성시"
"경기도 화성시 기산동","468","0468","0000","행복마을 참누리 에듀파크(114동-120동)","84.914","202301","12","32,000","13","2006","동탄지성로 294","","중개거래","경기 화성시"
"경기도 화성시 기안동","910","0910","0000","신일해피트리","84.9745","202301","3","27,500","13","2004","효행로291번길 26","","중개거래","경기 화성시"
"경기도 화성시 기안동","349","0349","0000","우림그린빌리지","83.39","202301","16","26,000","1","2001","효행로265번길 17","","직거래","-"
"경기도 화성시 남양읍 남양리","2195","2195","0000","e편한세상남양뉴타운","75.9453","202301","20","34,000","4","2022","남양로862번길 42","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2048","2048","0000","남양아이파크","84.9037","202301","16","30,000","3","2009","역골동로 70","","직거래","-"
"경기도 화성시 남양읍 남양리","2048","2048","0000","남양아이파크","84.9037","202301","25","34,000","3","2009","역골동로 70","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","415","0415","0000","남양우림","59.301","202301","5","17,900","16","2001","남양성지로 8-5","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","415","0415","0000","남양우림","59.301","202301","11","19,000","10","2001","남양성지로 8-5","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","415","0415","0000","남양우림","59.171","202301","15","16,200","2","2001","남양성지로 8-5","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","415","0415","0000","남양우림","84.543","202301","26","25,000","4","2001","남양성지로 8-5","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2001","2001","0000","대광파인밸리","59.65","202301","10","20,000","13","2003","시청로 221","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2001","2001","0000","대광파인밸리","84.96","202301","14","24,800","11","2003","시청로 221","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2001","2001","0000","대광파인밸리","84.96","202301","14","24,800","11","2003","시청로 221","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2001","2001","0000","대광파인밸리","59.65","202301","17","19,000","11","2003","시청로 221","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2235","2235","0000","동광뷰엘","80.0082","202301","29","39,600","30","2018","역골중앙로 118","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2312","2312","0000","시티프라디움1차아파트","84.9938","202301","17","45,000","15","2018","시청로102번길 51","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2300","2300","0000","양우내안애2차에듀타운아파트","74.258","202301","2","34,000","18","2017","시청로102번길 12","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2300","2300","0000","양우내안애2차에듀타운아파트","74.258","202301","27","34,000","22","2017","시청로102번길 12","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2300","2300","0000","양우내안애2차에듀타운아파트","84.166","202301","31","39,500","12","2017","시청로102번길 12","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2005","2005","0000","푸르뫼금강에스쁘아","82.692","202301","15","19,000","4","2004","화성로1081번길 49-10","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2005","2005","0000","푸르뫼금강에스쁘아","82.692","202301","27","19,000","7","2004","화성로1081번길 49-10","","중개거래","경기 화성시"
"경기도 화성시 남양읍 신남리","25-9","0025","0009","기산베스트빌","84.9856","202301","3","26,000","10","2001","남양로 624-8","","중개거래","경기 화성시"
"경기도 화성시 남양읍 신남리","25-9","0025","0009","기산베스트빌","84.9856","202301","12","26,000","11","2001","남양로 624-8","","중개거래","경기 화성시"
"경기도 화성시 남양읍 신남리","1563","1563","0000","대광파인밸리골드","84.305","202301","25","29,000","7","2004","시청로102번길 84","20230215","직거래","-"
"경기도 화성시 남양읍 신남리","1563","1563","0000","대광파인밸리골드","84.305","202301","25","25,000","7","2004","시청로102번길 84","","직거래","-"
"경기도 화성시 남양읍 신남리","산40-8","0040","0008","화성시청역센트럴파크스타힐스1단지","75.7994","202301","6","28,000","24","2022","화성시청역로 1","","직거래","-"
"경기도 화성시 남양읍 신남리","산40-8","0040","0008","화성시청역센트럴파크스타힐스1단지","75.7994","202301","13","28,050","15","2022","화성시청역로 1","","직거래","-"
"경기도 화성시 남양읍 신남리","산40-8","0040","0008","화성시청역센트럴파크스타힐스1단지","75.7994","202301","14","34,500","2","2022","화성시청역로 1","","중개거래","경기 화성시"
"경기도 화성시 남양읍 신남리","산40-8","0040","0008","화성시청역센트럴파크스타힐스1단지","75.7994","202301","15","34,500","6","2022","화성시청역로 1","","중개거래","경기 화성시"
"경기도 화성시 남양읍 신남리","산40-8","0040","0008","화성시청역센트럴파크스타힐스1단지","75.7503","202301","16","27,000","10","2022","화성시청역로 1","","직거래","-"
"경기도 화성시 남양읍 신남리","산40-8","0040","0008","화성시청역센트럴파크스타힐스1단지","75.7503","202301","25","36,000","11","2022","화성시청역로 1","","중개거래","경기 화성시"
"경기도 화성시 남양읍 신남리","산67-15","0067","0015","화성시청역센트럴파크스타힐스2단지","75.7503","202301","6","27,000","15","2022","화성시청역로 7","","직거래","-"
"경기도 화성시 남양읍 신남리","산67-15","0067","0015","화성시청역센트럴파크스타힐스2단지","59.7373","202301","16","28,000","14","2022","화성시청역로 7","","중개거래","경기 화성시"
"경기도 화성시 남양읍 신남리","1560-3","1560","0003","화성시청역센트럴파크스타힐스3단지","75.7994","202301","2","26,550","13","2022","화성시청역로 14","","직거래","-"
"경기도 화성시 남양읍 신남리","1560-3","1560","0003","화성시청역센트럴파크스타힐스3단지","59.7373","202301","18","27,000","18","2022","화성시청역로 14","","중개거래","경기 화성시"
"경기도 화성시 능동","1109","1109","0000","능동마을이지더원","78.2912","202301","17","39,300","7","2008","동탄원천로 315-34","","중개거래","경기 화성시"
"경기도 화성시 능동","1109","1109","0000","능동마을이지더원","83.5573","202301","25","42,000","6","2008","동탄원천로 315-34","","중개거래","경기 화성시"
"경기도 화성시 능동","1109","1109","0000","능동마을이지더원","78.2912","202301","31","42,000","16","2008","동탄원천로 315-34","","중개거래","경기 화성시"
"경기도 화성시 능동","1126","1126","0000","동탄숲속마을 능동역 리체 더 포레스트","87.9844","202301","18","38,500","7","2008","동탄숲속로 19","","중개거래","경기 화성시"
"경기도 화성시 능동","1126","1126","0000","동탄숲속마을 능동역 리체 더 포레스트","90.0519","202301","20","39,000","18","2008","동탄숲속로 19","","중개거래","경기 화성시"
"경기도 화성시 능동","1132","1132","0000","동탄숲속마을 모아미래도1단지","84.96","202301","7","48,000","25","2008","동탄숲속로 96","","중개거래","경기 화성시"
"경기도 화성시 능동","1115","1115","0000","동탄숲속마을자연앤경남아너스빌(1115-0)","84.51","202301","6","49,500","14","2008","동탄숲속로 103","","중개거래","경기 화성시"
"경기도 화성시 능동","1115","1115","0000","동탄숲속마을자연앤경남아너스빌(1115-0)","76.51","202301","14","41,800","12","2008","동탄숲속로 103","","중개거래","경기 화성시"
"경기도 화성시 능동","1124","1124","0000","동탄숲속마을자연앤경남아너스빌(1124-0)","76.5","202301","21","41,000","16","2008","동탄숲속로 69","","중개거래","경기 화성시"
"경기도 화성시 능동","1150","1150","0000","동탄푸른마을신일해피트리","59.05","202301","9","31,000","6","2008","동탄공원로 21-39","","중개거래","경기 화성시"
"경기도 화성시 능동","1150","1150","0000","동탄푸른마을신일해피트리","59.96","202301","11","33,000","18","2008","동탄공원로 21-39","","중개거래","경기 화성시"
"경기도 화성시 능동","1150","1150","0000","동탄푸른마을신일해피트리","59.87","202301","18","31,000","1","2008","동탄공원로 21-39","","중개거래","경기 화성시"
"경기도 화성시 능동","1039","1039","0000","서동탄역우남퍼스트빌아파트","84.2119","202301","7","30,700","3","2002","10용사로 286","","중개거래","경기 화성시"
"경기도 화성시 능동","1039","1039","0000","서동탄역우남퍼스트빌아파트","84.2119","202301","30","33,000","11","2002","10용사로 286","","중개거래","경기 화성시"
"경기도 화성시 능동","1041","1041","0000","서동탄역우남퍼스트빌아파트","84.2119","202301","10","34,500","16","2003","10용사로 286","","중개거래","경기 화성시"
"경기도 화성시 능동","1282","1282","0000","서동탄역파크자이","84.976","202301","18","70,600","3","2018","서동탄로 53","","중개거래","경기 화성시"
"경기도 화성시 능동","1283","1283","0000","서동탄역파크자이2차","84.8574","202301","17","49,800","15","2018"," 11","","중개거래","경기 화성시"
"경기도 화성시 능동","1283","1283","0000","서동탄역파크자이2차","84.9581","202301","19","47,000","5","2018"," 11","","중개거래","경기 화성시"
"경기도 화성시 능동","1066-8","1066","0008","에스원스마트빌","14.201","202301","10","5,900","11","2012","동탄원천로 350","","중개거래","경기 화성시"
"경기도 화성시 능동","1131","1131","0000","자연앤데시앙","74.6","202301","14","35,000","19","2008","동탄숲속로 68","","중개거래","경기 화성시"
"경기도 화성시 능동","1131","1131","0000","자연앤데시앙","74.6","202301","17","34,700","10","2008","동탄숲속로 68","","중개거래","경기 화성시"
"경기도 화성시 능동","1131","1131","0000","자연앤데시앙","59.94","202301","19","35,000","11","2008","동탄숲속로 68","","중개거래","경기 화성시"
"경기도 화성시 능동","1131","1131","0000","자연앤데시앙","74.6","202301","28","37,000","25","2008","동탄숲속로 68","","중개거래","경기 화성시"
"경기도 화성시 능동","1134","1134","0000","포스코더샵2차","84.3079","202301","7","45,000","8","2008","동탄공원로 21-12","","중개거래","경기 화성시"
"경기도 화성시 능동","1134","1134","0000","포스코더샵2차","76.5336","202301","7","39,500","3","2008","동탄공원로 21-12","","중개거래","경기 화성시"
"경기도 화성시 능동","1134","1134","0000","포스코더샵2차","84.3079","202301","12","45,000","4","2008","동탄공원로 21-12","","중개거래","경기 화성시"
"경기도 화성시 능동","1134","1134","0000","포스코더샵2차","84.3079","202301","12","44,500","6","2008","동탄공원로 21-12","","중개거래","경기 용인기흥구, 경기 화성시"
"경기도 화성시 능동","1137","1137","0000","푸른마을두산위브","81.12","202301","12","45,000","27","2007","동탄공원로 21-40","","중개거래","경기 화성시"
"경기도 화성시 능동","1151","1151","0000","푸른마을모아미래도","59.039","202301","13","31,500","1","2008","동탄공원로 21-11","","중개거래","경기 화성시"
"경기도 화성시 마도면 두곡리","590","0590","0000","백상화인빌","84.99","202301","10","20,200","12","2005","두곡서길26번길 5","","중개거래","경기 화성시"
"경기도 화성시 마도면 두곡리","590","0590","0000","백상화인빌","84.99","202301","31","18,200","7","2005","두곡서길26번길 5","","중개거래","경기 화성시"
"경기도 화성시 매송면 원평리","78-1","0078","0001","유원아파트","66.726","202301","30","8,310","3","2003","화성로2397번길 40","","직거래","-"
"경기도 화성시 매송면 원평리","78-1","0078","0001","유원아파트","66.726","202301","30","11,000","2","2003","화성로2397번길 40","","직거래","-"
"경기도 화성시 목동","가-","0000","0000","동탄2신도시 베라체","74.97","202301","3","40,000","17","2018","동탄순환대로20길 13","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-49","0001","0049","동탄2신도시호반베르디움22단지","53.4754","202301","5","43,000","13","2017","동탄순환대로20길 104","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-49","0001","0049","동탄2신도시호반베르디움22단지","53.4754","202301","14","42,500","13","2017","동탄순환대로20길 104","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-49","0001","0049","동탄2신도시호반베르디움22단지","53.4754","202301","14","42,000","15","2017","동탄순환대로20길 104","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-49","0001","0049","동탄2신도시호반베르디움22단지","53.4754","202301","19","42,000","4","2017","동탄순환대로20길 104","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-46","0001","0046","동탄금강펜테리움센트럴파크Ⅳ","84.9723","202301","7","49,000","7","2018","동탄순환대로20길 45","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-46","0001","0046","동탄금강펜테리움센트럴파크Ⅳ","84.9441","202301","16","48,000","20","2018","동탄순환대로20길 45","","직거래","-"
"경기도 화성시 목동","지구BL 1-43","0001","0043","동탄동원로얄듀크2차","84.9889","202301","6","51,000","22","2019","동탄순환대로19길 21","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-43","0001","0043","동탄동원로얄듀크2차","74.5395","202301","12","44,000","24","2019","동탄순환대로19길 21","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-43","0001","0043","동탄동원로얄듀크2차","74.5395","202301","14","47,500","9","2019","동탄순환대로19길 21","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-43","0001","0043","동탄동원로얄듀크2차","84.9889","202301","31","50,000","18","2019","동탄순환대로19길 21","","중개거래","경기 화성시"
"경기도 화성시 목동","118-17","0118","0017","이편한세상동탄","84.87","202301","19","50,500","10","2018","동탄순환대로20길 31","","중개거래","경기 화성시"
"경기도 화성시 목동","118-17","0118","0017","이편한세상동탄","74.67","202301","28","46,700","15","2018","동탄순환대로20길 31","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-47","0001","0047","한신더휴","76.4713","202301","7","50,000","7","2018","동탄순환대로20길 70","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-47","0001","0047","한신더휴","83.7489","202301","27","55,000","17","2018","동탄순환대로20길 70","","중개거래","경기 화성시"
"경기도 화성시 목동","365","0365","0000","호반베르디움센트럴포레","84.8388","202301","4","46,000","4","2017","동탄신리천로1길 74","","중개거래","경기 화성시"
"경기도 화성시 목동","365","0365","0000","호반베르디움센트럴포레","84.8388","202301","7","48,800","3","2017","동탄신리천로1길 74","","중개거래","경기 화성시"
"경기도 화성시 목동","365","0365","0000","호반베르디움센트럴포레","98.1497","202301","7","59,500","11","2017","동탄신리천로1길 74","","중개거래","경기 화성시"
"경기도 화성시 목동","365","0365","0000","호반베르디움센트럴포레","84.8388","202301","14","49,500","5","2017","동탄신리천로1길 74","","중개거래","경기 화성시"
"경기도 화성시 목동","365","0365","0000","호반베르디움센트럴포레","84.8388","202301","20","48,900","3","2017","동탄신리천로1길 74","","중개거래","경기 화성시"
"경기도 화성시 목동","365","0365","0000","호반베르디움센트럴포레","98.1497","202301","31","60,000","15","2017","동탄신리천로1길 74","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-42","0001","0042","힐스테이트동탄","84.8479","202301","25","66,800","31","2019","동탄순환대로19길 59","","중개거래","경기 화성시"
"경기도 화성시 목동","지구BL 1-42","0001","0042","힐스테이트동탄","84.8479","202301","27","66,000","15","2019","동탄순환대로19길 59","","중개거래","경기 화성시"
"경기도 화성시 반송동","96","0096","0000","METAPOLIS","112.444","202301","4","88,000","55","2010","동탄중앙로 220","","중개거래","경기 화성시"
"경기도 화성시 반송동","215","0215","0000","나루마을신도브래뉴","96.4338","202301","12","58,000","20","2007","동탄반석로 41","","중개거래","경기 수원권선구"
"경기도 화성시 반송동","215","0215","0000","나루마을신도브래뉴","96.4338","202301","25","64,000","14","2007","동탄반석로 41","","중개거래","경기 화성시"
"경기도 화성시 반송동","222","0222","0000","나루마을한화꿈에그린우림필유","84.96","202301","7","42,700","6","2007","동탄반석로 42","","중개거래","경기 화성시"
"경기도 화성시 반송동","222","0222","0000","나루마을한화꿈에그린우림필유","84.96","202301","10","45,000","18","2007","동탄반석로 42","","중개거래","경기 화성시"
"경기도 화성시 반송동","222","0222","0000","나루마을한화꿈에그린우림필유","84.96","202301","19","45,500","9","2007","동탄반석로 42","","중개거래","경기 화성시"
"경기도 화성시 반송동","141","0141","0000","동탄센트럴포레스트","74.66","202301","20","40,300","4","2009","동탄중앙로 119-14","","중개거래","경기 화성시"
"경기도 화성시 반송동","80","0080","0000","동탄시범다은마을 월드메르디앙 반도유보라","59.07","202301","5","41,500","7","2007","동탄중앙로 189","","중개거래","경기 화성시"
"경기도 화성시 반송동","80","0080","0000","동탄시범다은마을 월드메르디앙 반도유보라","59.07","202301","6","44,800","21","2007","동탄중앙로 189","","중개거래","경기 화성시"
"경기도 화성시 반송동","80","0080","0000","동탄시범다은마을 월드메르디앙 반도유보라","59.07","202301","12","41,000","4","2007","동탄중앙로 189","","중개거래","경기 화성시"
"경기도 화성시 반송동","80","0080","0000","동탄시범다은마을 월드메르디앙 반도유보라","59.07","202301","12","41,000","4","2007","동탄중앙로 189","20230130","중개거래","경기 화성시"
"경기도 화성시 반송동","80","0080","0000","동탄시범다은마을 월드메르디앙 반도유보라","59.07","202301","14","46,900","11","2007","동탄중앙로 189","","중개거래","경기 화성시"
"경기도 화성시 반송동","80","0080","0000","동탄시범다은마을 월드메르디앙 반도유보라","59.07","202301","26","45,100","22","2007","동탄중앙로 189","","중개거래","경기 화성시"
"경기도 화성시 반송동","80","0080","0000","동탄시범다은마을 월드메르디앙 반도유보라","59.07","202301","30","44,600","22","2007","동탄중앙로 189","","중개거래","경기 화성시"
"경기도 화성시 반송동","75","0075","0000","동탄시범다은마을센트럴파크뷰","81.512","202301","4","43,000","25","2008","동탄공원로1길 6-59","","중개거래","경기 화성시"
"경기도 화성시 반송동","75","0075","0000","동탄시범다은마을센트럴파크뷰","81.512","202301","18","42,000","11","2008","동탄공원로1길 6-59","","중개거래","경기 화성시"
"경기도 화성시 반송동","106-1","0106","0001","동탄파라곤II","115.63","202301","7","57,000","10","2010","메타폴리스로 54","","중개거래","경기 화성시"
"경기도 화성시 반송동","134","0134","0000","솔빛마을신도브래뉴","84.753","202301","5","48,000","14","2007","동탄반석로 70","","중개거래","경기 화성시"
"경기도 화성시 반송동","134","0134","0000","솔빛마을신도브래뉴","84.9245","202301","11","44,500","3","2007","동탄반석로 70","","중개거래","경기 화성시"
"경기도 화성시 반송동","134","0134","0000","솔빛마을신도브래뉴","79.6171","202301","16","45,000","11","2007","동탄반석로 70","","중개거래","경기 화성시"
"경기도 화성시 반송동","134","0134","0000","솔빛마을신도브래뉴","84.753","202301","19","47,500","3","2007","동탄반석로 70","","중개거래","경기 화성시, 충남 천안서북구"
"경기도 화성시 반송동","135","0135","0000","솔빛마을쌍용예가","84.9794","202301","7","46,500","11","2007","동탄반석로 71","","중개거래","경기 화성시"
"경기도 화성시 반송동","135","0135","0000","솔빛마을쌍용예가","84.9784","202301","19","46,000","4","2007","동탄반석로 71","","중개거래","경기 화성시"
"경기도 화성시 반송동","135","0135","0000","솔빛마을쌍용예가","84.9794","202301","20","45,000","4","2007","동탄반석로 71","","중개거래","경기 화성시"
"경기도 화성시 반송동","135","0135","0000","솔빛마을쌍용예가","84.9794","202301","31","44,500","4","2007","동탄반석로 71","","중개거래","경기 화성시"
"경기도 화성시 반송동","79","0079","0000","시범다은마을우남퍼스트빌","67.0661","202301","19","44,000","11","2007","동탄중앙로 171","","중개거래","경기 화성시"
"경기도 화성시 반송동","79","0079","0000","시범다은마을우남퍼스트빌","84.9743","202301","28","56,000","9","2007","동탄중앙로 171","","중개거래","경기 화성시"
"경기도 화성시 반송동","83","0083","0000","시범한빛마을삼부르네상스","84.695","202301","7","53,000","21","2007","동탄반석로 207","","중개거래","경기 화성시"
"경기도 화성시 반송동","83","0083","0000","시범한빛마을삼부르네상스","84.691","202301","9","52,000","13","2007","동탄반석로 207","","중개거래","경기 화성시"
"경기도 화성시 반송동","83","0083","0000","시범한빛마을삼부르네상스","84.768","202301","16","48,000","16","2007","동탄반석로 207","","중개거래","경기 화성시"
"경기도 화성시 반송동","83","0083","0000","시범한빛마을삼부르네상스","84.768","202301","20","51,500","19","2007","동탄반석로 207","","중개거래","경기 화성시"
"경기도 화성시 반송동","83","0083","0000","시범한빛마을삼부르네상스","84.712","202301","26","48,600","25","2007","동탄반석로 207","","중개거래","경기 안양동안구, 경기 화성시"
"경기도 화성시 반송동","19","0019","0000","시범한빛마을케이씨씨스위첸","84.7328","202301","5","50,000","11","2007","동탄시범한빛길 38","","중개거래","경기 오산시, 경기 화성시"
"경기도 화성시 반송동","19","0019","0000","시범한빛마을케이씨씨스위첸","84.6517","202301","11","44,500","1","2007","동탄시범한빛길 38","","중개거래","경기 화성시"
"경기도 화성시 반송동","19","0019","0000","시범한빛마을케이씨씨스위첸","84.6517","202301","19","50,000","15","2007","동탄시범한빛길 38","","중개거래","경기 화성시"
